PELÍCULA;;;;;;COMENTARIOS;;
Título;Año;Estrellas;Género;Duración;Reseña;ComTexto;Calificación;ComFechaHora
La dama de oro;2015;3;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;Muy buena y muy bien actuada. Una historia que yo desconocía y que me resultó, más allá de ser un tema tan reiterado( el holocausto, la 2* guerra), conmovedora. Vale la pena la película y conocer la historia. Y de paso ver el cuadro que es espectacular.;3;59:27.0
La dama de oro;2015;2;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;No me gustó mucho, no la recomiendo;2;11:18.0
La dama de oro;2015;5;Drama;109';<p>Maria Altmann (Helen Mirren), una mujer judía que huyó de Viena durante la Segunda Guerra Mundial, regresa 60 años despúes para reclamar las propiedades que los nazis confiscaron a su familia, entre las que se encuentra el célebre 'Retrato de Adele Bloch-Bauer I', de Gustav Klimt. El joven abogado Randy Schoenberg (Ryan Reynolds) le ayudará en esta lucha ante el gobierno austriaco y la Corte Suprema de los Estados Unidos. Al mismo tiempo, Maria deberá enfrentarse a las terribles verdades de su pasado. Basada en una historia real.</p>;excelenteeeeeee!!;5;51:33.0
Dragon Ball Z: la resurrección de Freezer;2015;5;Animación-Aventura;93';<p>Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz y tranquilidad. Hasta que Sorbet y Tagoma, antiguos miembros élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Esferas del Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin.</p>;No hay un lugar en Montevideo???;5;23:00.0
Dragon Ball Z: la resurrección de Freezer;2015;5;Animación-Aventura;93';<p>Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz y tranquilidad. Hasta que Sorbet y Tagoma, antiguos miembros élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Esferas del Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin.</p>;esta buenaaaaaaaaaaaaa tienen que berla todos y bue el que no lo bio tambiem pueden ber el trailer;5;03:22.0
Dragon Ball Z: la resurrección de Freezer;2015;2;Animación-Aventura;93';<p>Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz y tranquilidad. Hasta que Sorbet y Tagoma, antiguos miembros élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Esferas del Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin.</p>;"Acompañé a mi hijo (10) y un sobrino(11) a verla . Ellos terminaron muy satisfechos. En lo personal esperaba mucho más ya que era el cine y no un capítulo más de tv. Capítulo aparte el movie sala 3 del nuevo centro . La pantalla ""titilaba"" , el sonido fuera de escala por ratos los niños se tapaban lo oídos por lo alto que estaba . Y la sala estaba regada de pop . Esperanza tengo que estos comentarios sirvan para mejorar.";2;17:33.0
Dragon Ball Z: la resurrección de Freezer;2015;5;Animación-Aventura;93';<p>Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz y tranquilidad. Hasta que Sorbet y Tagoma, antiguos miembros élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Esferas del Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin.</p>;muy buena;5;35:49.0
Dragon Ball Z: la resurrección de Freezer;2015;5;Animación-Aventura;93';<p>Después de que Bills, el Dios de la destrucción, decidiera no destruir la Tierra, se vive una gran época de paz y tranquilidad. Hasta que Sorbet y Tagoma, antiguos miembros élite de la armada de Freezer, llegan a la Tierra con el objetivo de revivir a su líder por medio de las Esferas del Dragón. Su deseo es concedido y ahora Freezer planea su venganza en contra de los Saiyajin.</p>;Por que no la dan despues del 15 de julio dejelan hasta el 20 de julio por lo menos asi ahorraran tiempo y ganaran mas dinero;5;34:49.0
Poltergeist: juegos diabólicos;2015;1;Suspenso-Terror;93';<p>Esta <em>remake </em>del clásico de terror de 1982 narra la historia de una familia que, tras mudarse a una nueva casa, se ve acechada por los espíritus de quienes la habitaron en el pasado. El foco del ataque sobrenatural se centra en la hija más pequeña del matrimonio, a quienes sus padres intentan desesperadamente salvar.</p>;La original es un clásico del cine de terror, pero esta remake es un desastre! Una desilusión para los que nos gusta el buen cine de terror-suspenso. Igual gracias a mi amigo por acompañarme a verla.;1;09:33.0
Poltergeist: juegos diabólicos;2015;1;Suspenso-Terror;93';<p>Esta <em>remake </em>del clásico de terror de 1982 narra la historia de una familia que, tras mudarse a una nueva casa, se ve acechada por los espíritus de quienes la habitaron en el pasado. El foco del ataque sobrenatural se centra en la hija más pequeña del matrimonio, a quienes sus padres intentan desesperadamente salvar.</p>;Realmente mala, me dejé arrastrar por una amiga para verla. Grave error. La película es malísima.;1;22:04.0
Poltergeist: juegos diabólicos;2015;1;Suspenso-Terror;93';<p>Esta <em>remake </em>del clásico de terror de 1982 narra la historia de una familia que, tras mudarse a una nueva casa, se ve acechada por los espíritus de quienes la habitaron en el pasado. El foco del ataque sobrenatural se centra en la hija más pequeña del matrimonio, a quienes sus padres intentan desesperadamente salvar.</p>;Una toronja;1;24:34.0
Domingos Cerrados – Cine y Gastronomía;2015;5;No Aplica;0;<p>El sótano del mítico restaurante Paullier y Guaná se transforma en sala de cine, acondicionada especialmente para la ocasión, donde se ofrece un concepto que permite experimentar la comida potenciando todos los sentidos. La jornada comienza a las 19:00 horas y sucede hasta las 24:00, iniciando con tragos de bienvenida y entrantes, continuando con la película y concluyendo con una cena de cuatro pasos acompañada de las mejores bebidas. Reservas: 2409 8016 - 091 774 894</p> <p><strong>Programación Junio:</strong></p> <p>Domingo 14: Dos Hermanos (China) - Chef Federico Gasparri</p> <p>Lunes 15: Film de incógnito (Argentina) - Chef Lucía Soria</p> <p>Domingo 21: Invictus (Sudáfrica) - Chef Cali Diemarch</p> <p>Lunes 22: Whale Rider (Nueva Zelanda) - Chef Florencia Curcio</p> <p>Domingo 28: Le week-end (Francia) - Chef Phillip Berzins</p>;Me pueden informar donde sera el evento del domingo 28 ? Gracias;5;25:57.0
Minions;2015;3;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;Los personajes son adorables y la pelicula estaba bien. Pero esperaba que fuera un poco mejor.;3;08:46.0
Minions;2015;1;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;La verdad no me gustó para nada. Los bichitos tienen mas gracia en las otras pelis. Mucha propaganda y no cumplen las espectativas. Ah! No es para niños chicos se aburren.;1;41:59.0
Minions;2015;1;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;Me dormí, me desperté cuando a uno de ellos le estaban dando un arma de lava.  No sé si son un ejército de zombies.  Lo único rescatable el final que aparece mi villano favorito.  Mi hijo de 7 años se divirtió.  Yo cada vez que podía, dormitaba un rato y después hacía que la seguía así mi hijo no se desilusionaba tanto.;1;46:39.0
Minions;2015;3;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;divina, sos adorables los bichitos;3;30:38.0
Minions;2015;2;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;Hola amigos, les cuento que fui con mis 2 hijos y fue bastante aburrida, la mas floja de todas ... sin dudas que solo ellos (MINIONS) no pueden hacerse cargo de una película. Y un ultimo comentario, a la salida del cine la gente comentaba lo mismo.;2;46:14.0
Minions;2015;4;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;100 % de acuerdo... debería haber una opción en VO subtitulada...;4;20:34.0
Minions;2015;5;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;Muy buena, muy divertida y muy entretenida. Recomendable para los niños y no tan niños! Fui con mi hija que tiene 7 añitos y nos encantó! Con un final inesperado y que seguro va a ver una segunda parte que no la iremos a perder y estaremos en primera fila!;5;00:11.0
Minions;2015;5;Animación-Aventura;91';<p>La historia de los Minions se remonta al origen de los tiempos. Desde sus inicios como organismos amarillos unicelulares, los Minions van evolucionando a lo largo de la historia, siempre al servicio de los amos más villanos. Sin embargo, ante su incapacidad para mantener a sus amos con vida, desde el Tiranosaurio Rex hasta Napoleón, los Minions acaban sin nadie a quien servir y caen sumidos en una profunda depresión. Pero un Minion llamado Kevin tiene un plan: con la ayuda de Stuart, el adolescente rebelde, y del adorable Bob, decide lanzarse al mundo en busca de un nuevo amo villano a quien sus colegas puedan seguir.</p>;Esta buenisima, muy graciosa la recomiendo hasta me gusto mas que la de mi villano favorito;5;49:04.0
